date,time,HAP,東部小水力_2022,東部小水力_2023
01-01,00:00,67.19494347458279,76.92,53.11
01-01,00:10,67.19494347458279,76.92,53.11
01-01,00:20,67.19494347458279,76.92,53.11
01-01,00:30,67.19494347458279,76.92,53.11
01-01,00:40,67.19494347458279,76.92,53.11
01-01,00:50,67.19494347458279,76.92,53.11
01-01,01:00,67.19494347458279,76.92,53.11
01-01,01:10,67.19494347458279,76.92,53.11
01-01,01:20,67.19494347458279,76.92,53.11
01-01,01:30,67.19494347458279,76.92,53.11
01-01,01:40,67.19494347458279,76.92,53.11
01-01,01:50,67.19494347458279,76.92,53.11
01-01,02:00,67.19494347458279,76.92,53.11
01-01,02:10,67.19494347458279,76.92,53.11
01-01,02:20,67.19494347458279,76.92,53.11
01-01,02:30,67.19494347458279,76.92,53.11
01-01,02:40,67.19494347458279,76.92,53.11
01-01,02:50,67.19494347458279,76.92,53.11
01-01,03:00,67.19494347458279,76.92,53.11
01-01,03:10,67.19494347458279,76.92,53.11
01-01,03:20,67.19494347458279,76.92,53.11
01-01,03:30,67.19494347458279,76.92,53.11
01-01,03:40,67.19494347458279,76.92,53.11
01-01,03:50,67.19494347458279,76.92,53.11
01-01,04:00,67.19494347458279,76.92,53.11
01-01,04:10,67.19494347458279,76.92,53.11
01-01,04:20,67.19494347458279,76.92,53.11
01-01,04:30,67.19494347458279,76.92,53.11
01-01,04:40,67.19494347458279,76.92,53.11
01-01,04:50,67.19494347458279,76.92,53.11
01-01,05:00,67.19494347458279,76.92,53.11
01-01,05:10,67.19494347458279,76.92,53.11
01-01,05:20,67.19494347458279,76.92,53.11
01-01,05:30,67.19494347458279,76.92,53.11
01-01,05:40,67.19494347458279,76.92,53.11
01-01,05:50,67.19494347458279,76.92,53.11
01-01,06:00,67.19494347458279,76.92,53.11
01-01,06:10,67.19494347458279,76.92,53.11
01-01,06:20,67.19494347458279,76.92,53.11
01-01,06:30,67.19494347458279,76.92,53.11
01-01,06:40,67.19494347458279,76.92,53.11
01-01,06:50,67.19494347458279,76.92,53.11
01-01,07:00,67.19494347458279,76.92,53.11
01-01,07:10,67.19494347458279,76.92,53.11
01-01,07:20,67.19494347458279,76.92,53.11
01-01,07:30,67.19494347458279,76.92,53.11
01-01,07:40,67.19494347458279,76.92,53.11
01-01,07:50,67.19494347458279,76.92,53.11
01-01,08:00,67.19494347458279,76.92,53.11
01-01,08:10,67.19494347458279,76.92,53.11
01-01,08:20,53.11,,53.11
01-01,08:23,76.92,76.92,
01-01,08:30,67.19494347458279,76.92,53.11
01-01,08:40,67.19494347458279,76.92,53.11
01-01,08:50,67.19494347458279,76.92,53.11
01-01,09:00,67.19494347458279,76.92,53.11
01-01,09:10,67.19494347458279,76.92,53.11
01-01,09:20,67.19494347458279,76.92,53.11
01-01,09:30,67.19494347458279,76.92,53.11
01-01,09:40,67.19494347458279,76.92,53.11
01-01,09:50,67.19494347458279,76.92,53.11
01-01,10:00,67.19494347458279,76.92,53.11
01-01,10:10,67.19494347458279,76.92,53.11
01-01,10:20,65.41244910693393,73.26,54.95
01-01,10:30,65.41244910693393,73.26,54.95
01-01,10:40,65.41244910693393,73.26,54.95
01-01,10:50,65.41244910693393,73.26,54.95
01-01,11:00,65.41244910693393,73.26,54.95
01-01,11:10,65.41244910693393,73.26,54.95
01-01,11:20,65.41244910693393,73.26,54.95
01-01,11:30,65.41244910693393,73.26,54.95
01-01,11:40,65.41244910693393,73.26,54.95
01-01,11:50,65.41244910693393,73.26,54.95
01-01,12:00,65.41244910693393,73.26,54.95
01-01,12:10,65.41244910693393,73.26,54.95
01-01,12:20,65.41244910693393,73.26,54.95
01-01,12:30,65.41244910693393,73.26,54.95
01-01,12:40,65.41244910693393,73.26,54.95
01-01,12:50,65.41244910693393,73.26,54.95
01-01,13:00,65.41244910693393,73.26,54.95
01-01,13:10,65.41244910693393,73.26,54.95
01-01,13:20,65.41244910693393,73.26,54.95
01-01,13:30,65.41244910693393,73.26,54.95
01-01,13:40,65.41244910693393,73.26,54.95
01-01,13:50,65.41244910693393,73.26,54.95
01-01,14:00,65.41244910693393,73.26,54.95
01-01,14:10,65.41244910693393,73.26,54.95
01-01,14:20,65.41244910693393,73.26,54.95
01-01,14:30,65.41244910693393,73.26,54.95
01-01,14:40,65.41244910693393,73.26,54.95
01-01,14:50,65.41244910693393,73.26,54.95
01-01,15:00,65.41244910693393,73.26,54.95
01-01,15:10,65.41244910693393,73.26,54.95
01-01,15:20,65.41244910693393,73.26,54.95
01-01,15:30,65.41244910693393,73.26,54.95
01-01,15:40,65.41244910693393,73.26,54.95
01-01,15:50,65.41244910693393,73.26,54.95
01-01,16:00,65.41244910693393,73.26,54.95
01-01,16:10,65.41244910693393,73.26,54.95
01-01,16:20,65.41244910693393,73.26,54.95
01-01,16:30,65.41244910693393,73.26,54.95
01-01,16:40,65.41244910693393,73.26,54.95
01-01,16:50,65.41244910693393,73.26,54.95
01-01,17:00,65.41244910693393,73.26,54.95
01-01,17:10,65.41244910693393,73.26,54.95
01-01,17:20,65.41244910693393,73.26,54.95
01-01,17:30,65.41244910693393,73.26,54.95
01-01,17:40,65.41244910693393,73.26,54.95
01-01,17:50,65.41244910693393,73.26,54.95
01-01,18:00,65.41244910693393,73.26,54.95
01-01,18:10,65.41244910693393,73.26,54.95
01-01,18:20,65.41244910693393,73.26,54.95
01-01,18:30,65.41244910693393,73.26,54.95
01-01,18:40,65.41244910693393,73.26,54.95
01-01,18:50,65.41244910693393,73.26,54.95
01-01,19:00,65.41244910693393,73.26,54.95
01-01,19:10,65.41244910693393,73.26,54.95
01-01,19:20,65.41244910693393,73.26,54.95
01-01,19:30,65.41244910693393,73.26,54.95
01-01,19:40,65.41244910693393,73.26,54.95
01-01,19:50,65.41244910693393,73.26,54.95
01-01,20:00,65.41244910693393,73.26,54.95
01-01,20:10,65.41244910693393,73.26,54.95
01-01,20:20,65.41244910693393,73.26,54.95
01-01,20:30,65.41244910693393,73.26,54.95
01-01,20:40,65.41244910693393,73.26,54.95
01-01,20:50,65.41244910693393,73.26,54.95
01-01,21:00,65.41244910693393,73.26,54.95
01-01,21:10,65.41244910693393,73.26,54.95
01-01,21:20,65.41244910693393,73.26,54.95
01-01,21:30,65.41244910693393,73.26,54.95
01-01,21:40,65.41244910693393,73.26,54.95
01-01,21:50,65.41244910693393,73.26,54.95
01-01,22:00,65.41244910693393,73.26,54.95
01-01,22:10,65.41244910693393,73.26,54.95
01-01,22:20,65.41244910693393,73.26,54.95
01-01,22:30,65.41244910693393,73.26,54.95
01-01,22:40,65.41244910693393,73.26,54.95
01-01,22:50,65.41244910693393,73.26,54.95
01-01,23:00,65.41244910693393,73.26,54.95
01-01,23:10,65.41244910693393,73.26,54.95
01-01,23:20,65.41244910693393,73.26,54.95
01-01,23:30,65.41244910693393,73.26,54.95
01-01,23:40,65.41244910693393,73.26,54.95
01-01,23:50,65.41244910693393,73.26,54.95
01-02,00:00,65.41244910693393,73.26,54.95
01-02,00:10,65.41244910693393,73.26,54.95
01-02,00:20,65.41244910693393,73.26,54.95
01-02,00:30,65.41244910693393,73.26,54.95
01-02,00:40,65.41244910693393,73.26,54.95
01-02,00:50,65.41244910693393,73.26,54.95
01-02,01:00,65.41244910693393,73.26,54.95
01-02,01:10,65.41244910693393,73.26,54.95
01-02,01:20,65.41244910693393,73.26,54.95
01-02,01:30,65.41244910693393,73.26,54.95
01-02,01:40,65.41244910693393,73.26,54.95
01-02,01:50,65.41244910693393,73.26,54.95
01-02,02:00,65.41244910693393,73.26,54.95
01-02,02:10,65.41244910693393,73.26,54.95
01-02,02:20,65.41244910693393,73.26,54.95
01-02,02:30,65.41244910693393,73.26,54.95
01-02,02:40,65.41244910693393,73.26,54.95
01-02,02:50,65.41244910693393,73.26,54.95
01-02,03:00,65.41244910693393,73.26,54.95
01-02,03:10,65.41244910693393,73.26,54.95
01-02,03:20,65.41244910693393,73.26,54.95
01-02,03:30,65.41244910693393,73.26,54.95
01-02,03:40,65.41244910693393,73.26,54.95
01-02,03:50,65.41244910693393,73.26,54.95
01-02,04:00,65.41244910693393,73.26,54.95
01-02,04:10,65.41244910693393,73.26,54.95
01-02,04:20,65.41244910693393,73.26,54.95
01-02,04:30,65.41244910693393,73.26,54.95
01-02,04:40,65.41244910693393,73.26,54.95
01-02,04:50,65.41244910693393,73.26,54.95
01-02,05:00,65.41244910693393,73.26,54.95
01-02,05:10,65.41244910693393,73.26,54.95
01-02,05:20,65.41244910693393,73.26,54.95
01-02,05:30,65.41244910693393,73.26,54.95
01-02,05:40,65.41244910693393,73.26,54.95
01-02,05:50,65.41244910693393,73.26,54.95
01-02,06:00,65.41244910693393,73.26,54.95
01-02,06:10,65.41244910693393,73.26,54.95
01-02,06:20,65.41244910693393,73.26,54.95
01-02,06:30,65.41244910693393,73.26,54.95
01-02,06:40,65.41244910693393,73.26,54.95
01-02,06:50,65.41244910693393,73.26,54.95
01-02,07:00,65.41244910693393,73.26,54.95
01-02,07:10,65.41244910693393,73.26,54.95
01-02,07:20,65.41244910693393,73.26,54.95
01-02,07:30,65.41244910693393,73.26,54.95
01-02,07:40,65.41244910693393,73.26,54.95
01-02,07:50,65.41244910693393,73.26,54.95
01-02,08:00,65.41244910693393,73.26,54.95
01-02,08:10,65.41244910693393,73.26,54.95
01-02,08:20,65.41244910693393,73.26,54.95
01-02,08:30,65.41244910693393,73.26,54.95
01-02,08:40,65.41244910693393,73.26,54.95
01-02,08:50,65.41244910693393,73.26,54.95
01-02,09:00,65.41244910693393,73.26,54.95
01-02,09:10,65.41244910693393,73.26,54.95
01-02,09:20,65.41244910693393,73.26,54.95
01-02,09:30,65.41244910693393,73.26,54.95
01-02,09:40,65.41244910693393,73.26,54.95
01-02,09:50,65.41244910693393,73.26,54.95
01-02,10:00,65.41244910693393,73.26,54.95
01-02,10:10,65.41244910693393,73.26,54.95
01-02,10:20,65.41244910693393,73.26,54.95
01-02,10:30,65.41244910693393,73.26,54.95
01-02,10:40,65.41244910693393,73.26,54.95
01-02,10:50,65.41244910693393,73.26,54.95
01-02,11:00,65.41244910693393,73.26,54.95
01-02,11:10,65.41244910693393,73.26,54.95
01-02,11:20,65.41244910693393,73.26,54.95
01-02,11:30,65.41244910693393,73.26,54.95
01-02,11:40,65.41244910693393,73.26,54.95
01-02,11:50,65.41244910693393,73.26,54.95
01-02,12:00,65.41244910693393,73.26,54.95
01-02,12:10,65.41244910693393,73.26,54.95
01-02,12:20,65.41244910693393,73.26,54.95
01-02,12:30,65.41244910693393,73.26,54.95
01-02,12:40,65.41244910693393,73.26,54.95
01-02,12:50,65.41244910693393,73.26,54.95
01-02,13:00,65.41244910693393,73.26,54.95
01-02,13:10,65.41244910693393,73.26,54.95
01-02,13:20,65.41244910693393,73.26,54.95
01-02,13:30,65.41244910693393,73.26,54.95
01-02,13:40,65.41244910693393,73.26,54.95
01-02,13:50,65.41244910693393,73.26,54.95
01-02,14:00,65.41244910693393,73.26,54.95
01-02,14:10,65.41244910693393,73.26,54.95
01-02,14:20,65.41244910693393,73.26,54.95
01-02,14:30,65.41244910693393,73.26,54.95
01-02,14:40,65.41244910693393,73.26,54.95
01-02,14:50,65.41244910693393,73.26,54.95
01-02,15:00,65.41244910693393,73.26,54.95
01-02,15:10,65.41244910693393,73.26,54.95
01-02,15:20,65.41244910693393,73.26,54.95
01-02,15:30,65.41244910693393,73.26,54.95
01-02,15:40,65.41244910693393,73.26,54.95
01-02,15:50,65.41244910693393,73.26,54.95
01-02,16:00,65.41244910693393,73.26,54.95
01-02,16:10,65.41244910693393,73.26,54.95
01-02,16:20,65.41244910693393,73.26,54.95
01-02,16:30,65.41244910693393,73.26,54.95
01-02,16:40,65.41244910693393,73.26,54.95
01-02,16:50,65.41244910693393,73.26,54.95
01-02,17:00,65.41244910693393,73.26,54.95
01-02,17:10,65.41244910693393,73.26,54.95
01-02,17:20,65.41244910693393,73.26,54.95
01-02,17:30,65.41244910693393,73.26,54.95
01-02,17:40,65.41244910693393,73.26,54.95
01-02,17:50,65.41244910693393,73.26,54.95
01-02,18:00,65.41244910693393,73.26,54.95
01-02,18:10,65.41244910693393,73.26,54.95
01-02,18:20,65.41244910693393,73.26,54.95
01-02,18:30,65.41244910693393,73.26,54.95
01-02,18:40,65.41244910693393,73.26,54.95
01-02,18:50,65.41244910693393,73.26,54.95
01-02,19:00,65.41244910693393,73.26,54.95
01-02,19:10,65.41244910693393,73.26,54.95
01-02,19:20,65.41244910693393,73.26,54.95
01-02,19:30,65.41244910693393,73.26,54.95
01-02,19:40,65.41244910693393,73.26,54.95
01-02,19:50,65.41244910693393,73.26,54.95
01-02,20:00,65.41244910693393,73.26,54.95
01-02,20:10,65.41244910693393,73.26,54.95
01-02,20:20,65.41244910693393,73.26,54.95
01-02,20:30,65.41244910693393,73.26,54.95
01-02,20:40,65.41244910693393,73.26,54.95
01-02,20:50,65.41244910693393,73.26,54.95
01-02,21:00,65.41244910693393,73.26,54.95
01-02,21:10,65.41244910693393,73.26,54.95
01-02,21:20,65.41244910693393,73.26,54.95
01-02,21:30,65.41244910693393,73.26,54.95
01-02,21:40,65.41244910693393,73.26,54.95
01-02,21:50,65.41244910693393,73.26,54.95
01-02,22:00,65.41244910693393,73.26,54.95
01-02,22:10,65.41244910693393,73.26,54.95
01-02,22:20,65.41244910693393,73.26,54.95
01-02,22:30,65.41244910693393,73.26,54.95
01-02,22:40,65.41244910693393,73.26,54.95
01-02,22:50,65.41244910693393,73.26,54.95
01-02,23:00,65.41244910693393,73.26,54.95
01-02,23:10,65.41244910693393,73.26,54.95
01-02,23:20,65.41244910693393,73.26,54.95
01-02,23:30,65.41244910693393,73.26,54.95
01-02,23:40,65.41244910693393,73.26,54.95
01-02,23:50,65.41244910693393,73.26,54.95
01-03,00:00,65.41244910693393,73.26,54.95
01-03,00:10,65.41244910693393,73.26,54.95
01-03,00:20,65.41244910693393,73.26,54.95
01-03,00:30,65.41244910693393,73.26,54.95
01-03,00:40,65.41244910693393,73.26,54.95
01-03,00:50,65.41244910693393,73.26,54.95
01-03,01:00,65.41244910693393,73.26,54.95
01-03,01:10,65.41244910693393,73.26,54.95
01-03,01:20,65.41244910693393,73.26,54.95
01-03,01:30,65.41244910693393,73.26,54.95
01-03,01:40,65.41244910693393,73.26,54.95
01-03,01:50,65.41244910693393,73.26,54.95
01-03,02:00,65.41244910693393,73.26,54.95
01-03,02:10,65.41244910693393,73.26,54.95
01-03,02:20,65.41244910693393,73.26,54.95
01-03,02:30,65.41244910693393,73.26,54.95
01-03,02:40,65.41244910693393,73.26,54.95
01-03,02:50,65.41244910693393,73.26,54.95
01-03,03:00,65.41244910693393,73.26,54.95
01-03,03:10,65.41244910693393,73.26,54.95
01-03,03:20,65.41244910693393,73.26,54.95
01-03,03:30,65.41244910693393,73.26,54.95
01-03,03:40,65.41244910693393,73.26,54.95
01-03,03:50,65.41244910693393,73.26,54.95
01-03,04:00,65.41244910693393,73.26,54.95
01-03,04:10,65.41244910693393,73.26,54.95
01-03,04:20,65.41244910693393,73.26,54.95
01-03,04:30,65.41244910693393,73.26,54.95
01-03,04:40,65.41244910693393,73.26,54.95
01-03,04:50,65.41244910693393,73.26,54.95
01-03,05:00,65.41244910693393,73.26,54.95
01-03,05:10,65.41244910693393,73.26,54.95
01-03,05:20,65.41244910693393,73.26,54.95
01-03,05:30,65.41244910693393,73.26,54.95
01-03,05:40,65.41244910693393,73.26,54.95
01-03,05:50,65.41244910693393,73.26,54.95
01-03,06:00,65.41244910693393,73.26,54.95
01-03,06:10,65.41244910693393,73.26,54.95
01-03,06:20,65.41244910693393,73.26,54.95
01-03,06:30,65.41244910693393,73.26,54.95
01-03,06:40,65.41244910693393,73.26,54.95
01-03,06:50,65.41244910693393,73.26,54.95
01-03,07:00,65.41244910693393,73.26,54.95
01-03,07:10,65.41244910693393,73.26,54.95
01-03,07:20,65.41244910693393,73.26,54.95
01-03,07:30,65.41244910693393,73.26,54.95
01-03,07:40,65.41244910693393,73.26,54.95
01-03,07:50,65.41244910693393,73.26,54.95
01-03,08:00,65.41244910693393,73.26,54.95
01-03,08:10,65.41244910693393,73.26,54.95
01-03,08:20,54.95,,54.95
01-03,08:23,73.26,73.26,
01-03,08:30,65.41244910693393,73.26,54.95
01-03,08:40,65.41244910693393,73.26,54.95
01-03,08:50,65.41244910693393,73.26,54.95
01-03,09:00,65.41244910693393,73.26,54.95
01-03,09:10,65.41244910693393,73.26,54.95
01-03,09:20,65.41244910693393,73.26,54.95
01-03,09:30,65.41244910693393,73.26,54.95
01-03,09:40,65.41244910693393,73.26,54.95
01-03,09:50,65.41244910693393,73.26,54.95
01-03,10:00,65.41244910693393,73.26,54.95
01-03,10:10,62.029623533246415,67.77,54.95
01-03,10:20,65.9860688556912,67.77,64.1
01-03,10:30,65.9860688556912,67.77,64.1
01-03,10:40,65.9860688556912,67.77,64.1
01-03,10:50,65.9860688556912,67.77,64.1
01-03,11:00,65.9860688556912,67.77,64.1
01-03,11:10,65.9860688556912,67.77,64.1
01-03,11:20,65.9860688556912,67.77,64.1
01-03,11:30,65.9860688556912,67.77,64.1
01-03,11:40,65.9860688556912,67.77,64.1
01-03,11:50,65.9860688556912,67.77,64.1
01-03,12:00,65.9860688556912,67.77,64.1
01-03,12:10,65.9860688556912,67.77,64.1
01-03,12:20,65.9860688556912,67.77,64.1
01-03,12:30,65.9860688556912,67.77,64.1
01-03,12:40,64.1,,64.1
01-03,12:50,64.1,,64.1
01-03,13:00,64.1,,64.1
01-03,13:10,64.1,,64.1
01-03,13:20,64.1,,64.1
01-03,13:30,64.1,,64.1
01-03,13:40,64.1,,64.1
01-03,13:50,65.9860688556912,67.77,64.1
01-03,14:00,65.9860688556912,67.77,64.1
01-03,14:10,65.9860688556912,67.77,64.1
01-03,14:20,65.9860688556912,67.77,64.1
01-03,14:30,65.9860688556912,67.77,64.1
01-03,14:40,65.9860688556912,67.77,64.1
01-03,14:50,65.9860688556912,67.77,64.1
01-03,15:00,65.9860688556912,67.77,64.1
01-03,15:10,65.9860688556912,67.77,64.1
01-03,15:20,65.9860688556912,67.77,64.1
01-03,15:30,65.9860688556912,67.77,64.1
01-03,15:40,65.9860688556912,67.77,64.1
01-03,15:50,65.9860688556912,67.77,64.1
01-03,16:00,65.9860688556912,67.77,64.1
01-03,16:10,65.9860688556912,67.77,64.1
01-03,16:20,65.9860688556912,67.77,64.1
01-03,16:30,65.9860688556912,67.77,64.1
01-03,16:40,65.9860688556912,67.77,64.1
01-03,16:50,65.9860688556912,67.77,64.1
01-03,17:00,65.9860688556912,67.77,64.1
01-03,17:10,65.9860688556912,67.77,64.1
01-03,17:20,64.1,,64.1
01-03,17:30,64.1,,64.1
01-03,17:40,64.1,,64.1
01-03,17:50,64.1,,64.1
01-03,18:00,64.1,,64.1
01-03,18:10,64.1,,64.1
01-03,18:20,64.1,,64.1
01-03,18:30,65.9860688556912,67.77,64.1
01-03,18:40,65.9860688556912,67.77,64.1
01-03,18:50,65.9860688556912,67.77,64.1
01-03,19:00,65.9860688556912,67.77,64.1
01-03,19:10,65.9860688556912,67.77,64.1
01-03,19:20,65.9860688556912,67.77,64.1
01-03,19:30,65.9860688556912,67.77,64.1
01-03,19:40,65.9860688556912,67.77,64.1
01-03,19:50,65.9860688556912,67.77,64.1
01-03,20:00,65.9860688556912,67.77,64.1
01-03,20:10,65.9860688556912,67.77,64.1
01-03,20:20,65.9860688556912,67.77,64.1
01-03,20:30,65.9860688556912,67.77,64.1
01-03,20:40,65.9860688556912,67.77,64.1
01-03,20:50,65.9860688556912,67.77,64.1
01-03,21:00,65.9860688556912,67.77,64.1
01-03,21:10,65.9860688556912,67.77,64.1
01-03,21:20,65.9860688556912,67.77,64.1
01-03,21:30,65.9860688556912,67.77,64.1
01-03,21:40,65.9860688556912,67.77,64.1
01-03,21:50,65.9860688556912,67.77,64.1
01-03,22:00,65.9860688556912,67.77,64.1
01-03,22:10,65.9860688556912,67.77,64.1
01-03,22:20,65.9860688556912,67.77,64.1
01-03,22:30,65.9860688556912,67.77,64.1
01-03,22:40,65.9860688556912,67.77,64.1
01-03,22:50,65.9860688556912,67.77,64.1
01-03,23:00,65.9860688556912,67.77,64.1
01-03,23:10,65.9860688556912,67.77,64.1
01-03,23:20,65.9860688556912,67.77,64.1
01-03,23:30,65.9860688556912,67.77,64.1
01-03,23:40,65.9860688556912,67.77,64.1
01-03,23:50,65.9860688556912,67.77,64.1
01-04,00:00,65.9860688556912,67.77,64.1
01-04,00:10,65.9860688556912,67.77,64.1
01-04,00:20,65.9860688556912,67.77,64.1
01-04,00:30,65.9860688556912,67.77,64.1
01-04,00:40,65.9860688556912,67.77,64.1
01-04,00:50,65.9860688556912,67.77,64.1
01-04,01:00,65.9860688556912,67.77,64.1
01-04,01:10,65.9860688556912,67.77,64.1
01-04,01:20,65.9860688556912,67.77,64.1
01-04,01:30,65.9860688556912,67.77,64.1
01-04,01:40,65.9860688556912,67.77,64.1
01-04,01:50,65.9860688556912,67.77,64.1
01-04,02:00,65.9860688556912,67.77,64.1
01-04,02:10,65.9860688556912,67.77,64.1
01-04,02:20,65.9860688556912,67.77,64.1
01-04,02:30,65.9860688556912,67.77,64.1
01-04,02:40,65.9860688556912,67.77,64.1
01-04,02:50,65.9860688556912,67.77,64.1
01-04,03:00,65.9860688556912,67.77,64.1
01-04,03:10,65.9860688556912,67.77,64.1
01-04,03:20,65.9860688556912,67.77,64.1
01-04,03:30,65.9860688556912,67.77,64.1
01-04,03:40,65.9860688556912,67.77,64.1
01-04,03:50,65.9860688556912,67.77,64.1
01-04,04:00,65.9860688556912,67.77,64.1
01-04,04:10,65.9860688556912,67.77,64.1
01-04,04:20,65.9860688556912,67.77,64.1
01-04,04:30,65.9860688556912,67.77,64.1
01-04,04:40,65.9860688556912,67.77,64.1
01-04,04:50,65.9860688556912,67.77,64.1
01-04,05:00,65.9860688556912,67.77,64.1
01-04,05:10,65.9860688556912,67.77,64.1
01-04,05:20,65.9860688556912,67.77,64.1
01-04,05:30,65.9860688556912,67.77,64.1
01-04,05:40,65.9860688556912,67.77,64.1
01-04,05:50,65.9860688556912,67.77,64.1
01-04,06:00,65.9860688556912,67.77,64.1
01-04,06:10,65.9860688556912,67.77,64.1
01-04,06:20,65.9860688556912,67.77,64.1
01-04,06:30,65.9860688556912,67.77,64.1
01-04,06:40,65.9860688556912,67.77,64.1
01-04,06:50,65.9860688556912,67.77,64.1
01-04,07:00,65.9860688556912,67.77,64.1
01-04,07:10,65.9860688556912,67.77,64.1
01-04,07:20,65.9860688556912,67.77,64.1
01-04,07:30,65.9860688556912,67.77,64.1
01-04,07:40,65.9860688556912,67.77,64.1
01-04,07:50,65.9860688556912,67.77,64.1
01-04,08:00,65.9860688556912,67.77,64.1
01-04,08:10,65.9860688556912,67.77,64.1
01-04,08:20,65.9860688556912,67.77,64.1
01-04,08:30,65.9860688556912,67.77,64.1
01-04,08:40,65.9860688556912,67.77,64.1
01-04,08:50,65.9860688556912,67.77,64.1
01-04,09:00,65.9860688556912,67.77,64.1
01-04,09:10,65.9860688556912,67.77,64.1
01-04,09:20,65.9860688556912,67.77,64.1
01-04,09:30,65.9860688556912,67.77,64.1
01-04,09:40,65.9860688556912,67.77,64.1
01-04,09:50,65.9860688556912,67.77,64.1
01-04,10:00,65.9860688556912,67.77,64.1
01-04,10:10,65.9860688556912,67.77,64.1
01-04,10:20,65.9860688556912,67.77,64.1
01-04,10:30,65.9860688556912,67.77,64.1
01-04,10:40,65.9860688556912,67.77,64.1
01-04,10:50,64.1,,64.1
01-04,11:00,64.1,,64.1
01-04,11:10,64.1,,64.1
01-04,11:20,64.1,,64.1
01-04,11:30,64.1,,64.1
01-04,11:40,64.1,,64.1
01-04,11:50,65.9860688556912,67.77,64.1
01-04,12:00,65.9860688556912,67.77,64.1
01-04,12:10,65.9860688556912,67.77,64.1
01-04,12:20,65.9860688556912,67.77,64.1
01-04,12:30,65.9860688556912,67.77,64.1
01-04,12:40,65.9860688556912,67.77,64.1
01-04,12:50,64.1,,64.1
01-04,13:00,64.1,,64.1
01-04,13:10,64.1,,64.1
01-04,13:20,64.1,,64.1
01-04,13:30,64.1,,64.1
01-04,13:40,64.1,,64.1
01-04,13:50,64.1,,64.1
01-04,14:00,65.9860688556912,67.77,64.1
01-04,14:10,65.9860688556912,67.77,64.1
01-04,14:20,65.9860688556912,67.77,64.1
01-04,14:30,65.9860688556912,67.77,64.1
01-04,14:40,65.9860688556912,67.77,64.1
01-04,14:50,65.9860688556912,67.77,64.1
01-04,15:00,65.9860688556912,67.77,64.1
01-04,15:10,65.9860688556912,67.77,64.1
01-04,15:20,65.9860688556912,67.77,64.1
01-04,15:30,65.9860688556912,67.77,64.1
01-04,15:40,65.9860688556912,67.77,64.1
01-04,15:50,65.9860688556912,67.77,64.1
01-04,16:00,65.9860688556912,67.77,64.1
01-04,16:10,64.1,,64.1
01-04,16:20,64.1,,64.1
01-04,16:30,64.1,,64.1
01-04,16:40,64.1,,64.1
01-04,16:50,64.1,,64.1
01-04,17:00,64.1,,64.1
01-04,17:10,65.9860688556912,67.77,64.1
01-04,17:20,65.9860688556912,67.77,64.1
01-04,17:30,65.9860688556912,67.77,64.1
01-04,17:40,65.9860688556912,67.77,64.1
01-04,17:50,65.9860688556912,67.77,64.1
01-04,18:00,65.9860688556912,67.77,64.1
01-04,18:10,65.9860688556912,67.77,64.1
01-04,18:20,65.9860688556912,67.77,64.1
01-04,18:30,65.9860688556912,67.77,64.1
01-04,18:40,65.9860688556912,67.77,64.1
01-04,18:50,65.9860688556912,67.77,64.1
01-04,19:00,65.9860688556912,67.77,64.1
01-04,19:10,65.9860688556912,67.77,64.1
01-04,19:20,65.9860688556912,67.77,64.1
01-04,19:30,65.9860688556912,67.77,64.1
01-04,19:40,65.9860688556912,67.77,64.1
01-04,19:50,65.9860688556912,67.77,64.1
01-04,20:00,65.9860688556912,67.77,64.1
01-04,20:10,65.9860688556912,67.77,64.1
01-04,20:20,65.9860688556912,67.77,64.1
01-04,20:30,65.9860688556912,67.77,64.1
01-04,20:40,65.9860688556912,67.77,64.1
01-04,20:50,65.9860688556912,67.77,64.1
01-04,21:00,65.9860688556912,67.77,64.1
01-04,21:10,65.9860688556912,67.77,64.1
01-04,21:20,65.9860688556912,67.77,64.1
01-04,21:30,65.9860688556912,67.77,64.1
01-04,21:40,65.9860688556912,67.77,64.1
01-04,21:50,65.9860688556912,67.77,64.1
01-04,22:00,65.9860688556912,67.77,64.1
01-04,22:10,65.9860688556912,67.77,64.1
01-04,22:20,65.9860688556912,67.77,64.1
01-04,22:30,65.9860688556912,67.77,64.1
01-04,22:40,65.9860688556912,67.77,64.1
01-04,22:50,65.9860688556912,67.77,64.1
01-04,23:00,65.9860688556912,67.77,64.1
01-04,23:10,65.9860688556912,67.77,64.1
01-04,23:20,65.9860688556912,67.77,64.1
01-04,23:30,65.9860688556912,67.77,64.1
01-04,23:40,65.9860688556912,67.77,64.1
01-04,23:50,65.9860688556912,67.77,64.1
01-05,00:00,65.9860688556912,67.77,64.1
01-05,00:10,65.9860688556912,67.77,64.1
01-05,00:20,65.9860688556912,67.77,64.1
01-05,00:30,65.9860688556912,67.77,64.1
01-05,00:40,65.9860688556912,67.77,64.1
01-05,00:50,65.9860688556912,67.77,64.1
01-05,01:00,65.9860688556912,67.77,64.1
01-05,01:10,65.9860688556912,67.77,64.1
01-05,01:20,65.9860688556912,67.77,64.1
01-05,01:30,65.9860688556912,67.77,64.1
01-05,01:40,65.9860688556912,67.77,64.1
01-05,01:50,65.9860688556912,67.77,64.1
01-05,02:00,65.9860688556912,67.77,64.1
01-05,02:10,65.9860688556912,67.77,64.1
01-05,02:20,65.9860688556912,67.77,64.1
