案場名稱,年份,月份,時間分類,平均使用率,實際資料筆數,裝置容量,理論時段數,資料完整率
觀園 (wind),2023,2,off-peak,43.4,1871,30.0,1872,99.95
觀園 (wind),2023,3,mid-peak,32.08,2339,30.0,2430,96.26
觀園 (wind),2023,3,off-peak,36.22,2026,30.0,2034,99.61
觀園 (wind),2023,4,mid-peak,24.42,2140,30.0,2250,95.11
觀園 (wind),2023,4,off-peak,27.14,1884,30.0,2070,91.01
觀園 (wind),2023,5,mid-peak,16.22,1995,30.0,1998,99.85
觀園 (wind),2023,5,off-peak,15.19,2034,30.0,2034,100.0
觀園 (wind),2023,5,peak,11.87,432,30.0,432,100.0
觀園 (wind),2023,6,mid-peak,13.06,1543,30.0,1548,99.68
觀園 (wind),2023,6,off-peak,6.52,1980,30.0,1980,100.0
觀園 (wind),2023,6,peak,8.71,790,30.0,792,99.75
觀園 (wind),2023,7,mid-peak,27.6,1507,30.0,1584,95.14
觀園 (wind),2023,7,off-peak,20.15,2056,30.0,2124,96.8
觀園 (wind),2023,7,peak,28.38,665,30.0,756,87.96
觀園 (wind),2023,8,mid-peak,29.55,1574,30.0,1602,98.25
觀園 (wind),2023,8,off-peak,25.93,2031,30.0,2034,99.85
觀園 (wind),2023,8,peak,26.29,775,30.0,828,93.6
觀園 (wind),2023,9,mid-peak,28.39,1567,30.0,1584,98.93
觀園 (wind),2023,9,off-peak,18.37,1964,30.0,1980,99.19
觀園 (wind),2023,9,peak,24.79,754,30.0,756,99.74
觀園 (wind),2023,10,mid-peak,42.16,1961,30.0,1980,99.04
觀園 (wind),2023,10,off-peak,44.27,2120,30.0,2124,99.81
觀園 (wind),2023,10,peak,56.83,342,30.0,360,95.0
觀園 (wind),2023,11,mid-peak,49.36,2338,30.0,2340,99.91
觀園 (wind),2023,11,off-peak,45.16,1980,30.0,1980,100.0
觀園 (wind),2023,12,mid-peak,50.76,2324,30.0,2340,99.32
觀園 (wind),2023,12,off-peak,59.05,1961,30.0,2124,92.33
離岸一期 (wind),2022,1,mid-peak,54.05,2180,109.2,2340,93.16
離岸一期 (wind),2022,1,off-peak,48.59,2044,109.2,2124,96.23
離岸一期 (wind),2022,2,mid-peak,37.52,2160,109.2,2160,100.0
離岸一期 (wind),2022,2,off-peak,38.89,1872,109.2,1872,100.0
離岸一期 (wind),2022,3,mid-peak,33.03,2430,109.2,2430,100.0
離岸一期 (wind),2022,3,off-peak,32.53,2034,109.2,2034,100.0
離岸一期 (wind),2022,4,mid-peak,32.69,2340,109.2,2340,100.0
離岸一期 (wind),2022,4,off-peak,31.31,1980,109.2,1980,100.0
離岸一期 (wind),2022,5,mid-peak,27.79,1872,109.2,1908,98.11
離岸一期 (wind),2022,5,off-peak,29.07,2037,109.2,2124,95.9
離岸一期 (wind),2022,5,peak,27.78,432,109.2,432,100.0
離岸一期 (wind),2022,6,mid-peak,15.39,1506,109.2,1548,97.29
離岸一期 (wind),2022,6,off-peak,12.92,1949,109.2,1980,98.43
離岸一期 (wind),2022,6,peak,11.06,757,109.2,792,95.58
離岸一期 (wind),2022,7,mid-peak,6.11,1580,109.2,1584,99.75
離岸一期 (wind),2022,7,off-peak,5.94,2124,109.2,2124,100.0
離岸一期 (wind),2022,7,peak,5.25,756,109.2,756,100.0
離岸一期 (wind),2022,8,mid-peak,4.4,1596,109.2,1602,99.63
離岸一期 (wind),2022,8,off-peak,1.27,2034,109.2,2034,100.0
離岸一期 (wind),2022,8,peak,6.6,828,109.2,828,100.0
離岸一期 (wind),2022,9,mid-peak,33.11,1548,109.2,1548,100.0
離岸一期 (wind),2022,9,off-peak,27.04,1980,109.2,1980,100.0
離岸一期 (wind),2022,9,peak,30.67,792,109.2,792,100.0
離岸一期 (wind),2022,10,mid-peak,29.58,1976,109.2,1980,99.8
離岸一期 (wind),2022,10,off-peak,30.21,2124,109.2,2124,100.0
離岸一期 (wind),2022,10,peak,34.84,348,109.2,360,96.67
離岸一期 (wind),2022,11,mid-peak,31.44,2329,109.2,2340,99.53
離岸一期 (wind),2022,11,off-peak,28.33,1980,109.2,1980,100.0
離岸一期 (wind),2022,12,mid-peak,59.81,2424,109.2,2430,99.75
離岸一期 (wind),2022,12,off-peak,53.65,2033,109.2,2034,99.95
離岸一期 (wind),2023,1,mid-peak,51.5,2328,109.2,2340,99.49
離岸一期 (wind),2023,1,off-peak,49.84,2124,109.2,2124,100.0
離岸一期 (wind),2023,2,mid-peak,43.36,2159,109.2,2160,99.95
離岸一期 (wind),2023,2,off-peak,45.4,1871,109.2,1872,99.95
離岸一期 (wind),2023,3,mid-peak,34.59,2339,109.2,2430,96.26
離岸一期 (wind),2023,3,off-peak,36.2,2026,109.2,2034,99.61
離岸一期 (wind),2023,4,mid-peak,28.08,2140,109.2,2250,95.11
離岸一期 (wind),2023,4,off-peak,27.64,1884,109.2,2070,91.01
離岸一期 (wind),2023,5,mid-peak,22.17,1995,109.2,1998,99.85
離岸一期 (wind),2023,5,off-peak,18.74,2034,109.2,2034,100.0
離岸一期 (wind),2023,5,peak,25.14,432,109.2,432,100.0
離岸一期 (wind),2023,6,mid-peak,7.32,1543,109.2,1548,99.68
離岸一期 (wind),2023,6,off-peak,5.39,1980,109.2,1980,100.0
離岸一期 (wind),2023,6,peak,9.28,790,109.2,792,99.75
離岸一期 (wind),2023,7,mid-peak,12.64,1507,109.2,1584,95.14
離岸一期 (wind),2023,7,off-peak,9.54,2056,109.2,2124,96.8
離岸一期 (wind),2023,7,peak,16.63,665,109.2,756,87.96
離岸一期 (wind),2023,8,mid-peak,17.36,1574,109.2,1602,98.25
離岸一期 (wind),2023,8,off-peak,13.59,2031,109.2,2034,99.85
離岸一期 (wind),2023,8,peak,20.8,775,109.2,828,93.6
離岸一期 (wind),2023,9,mid-peak,7.68,1567,109.2,1584,98.93
離岸一期 (wind),2023,9,off-peak,4.08,1964,109.2,1980,99.19
離岸一期 (wind),2023,9,peak,16.28,754,109.2,756,99.74
離岸一期 (wind),2023,10,mid-peak,45.39,1961,109.2,1980,99.04
離岸一期 (wind),2023,10,off-peak,45.56,2120,109.2,2124,99.81
離岸一期 (wind),2023,10,peak,67.56,342,109.2,360,95.0
離岸一期 (wind),2023,11,mid-peak,44.68,2338,109.2,2340,99.91
離岸一期 (wind),2023,11,off-peak,36.85,1980,109.2,1980,100.0
離岸一期 (wind),2023,12,mid-peak,40.5,2324,109.2,2340,99.32
離岸一期 (wind),2023,12,off-peak,42.01,1961,109.2,2124,92.33
離岸風力台電自有 (wind),2022,1,mid-peak,0.0,160,0.0,2340,6.84
離岸風力台電自有 (wind),2022,1,off-peak,0.0,80,0.0,2124,3.77
離岸風力購電 (wind),2022,1,mid-peak,0.0,320,0.0,2340,13.68
離岸風力購電 (wind),2022,1,off-peak,0.0,160,0.0,2124,7.53
